case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,type,queue,department,submittedphoto,closedphoto,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,source
101004359964,2022-06-21 12:20:00,2022-09-19 12:20:23,2022-06-23 09:36:19,ONTIME,Closed,Case Closed. Closed date : 2022-06-23 09:36:19.73 Case Resolved maintenance came to work on issue. ,SCH6/29Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1785 Centre St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2018,1785 Centre St,02132,42.2877,-71.1521,Constituent Call
101004360044,2022-06-21 13:02:00,2022-09-19 13:02:28,2022-06-30 07:37:09,ONTIME,Closed,Case Closed. Closed date : Thu Jun 30 07:37:09 EDT 2022 Resolved No Answer tenant wants to make new appointment  ,SCH6/28Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,23 Concord Sq  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,0404,23 Concord Sq,02118,42.3415,-71.0787,Constituent Call
101004339979,2022-06-13 12:15:00,2022-09-11 12:15:01,2022-06-21 14:44:06,ONTIME,Closed,Case Closed. Closed date : Tue Jun 21 14:44:06 EDT 2022 Noted Notice written  ,SCH6/17Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,115 Brookway Rd  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,19,1911,115 Brookway Rd,02131,42.2928,-71.1202,Constituent Call
101004361425,2022-06-22 12:06:00,2022-09-20 12:06:18,2022-07-05 13:03:23,ONTIME,Closed,Case Closed. Closed date : Tue Jul 05 13:03:23 EDT 2022 Noted Violations found. Notice written. ,SCH6/29Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,92 Raymond St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,92 Raymond St,02134,42.3613,-71.1317,Constituent Call
101004195264,2022-02-20 09:59:00,2022-05-21 09:59:18,2022-02-22 08:49:17,ONTIME,Closed,Case Closed. Closed date : 2022-02-22 08:49:17.18 resolved management ompany notified occupants of the building that the boiler was going to be worked on.  the hot water has been retored ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,34 Trotter Ct  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,09,0903,34 Trotter Ct,02118,42.3357,-71.0814,Constituent Call
101004363579,2022-06-23 18:54:00,2022-09-21 18:54:18,2022-06-24 08:04:52,ONTIME,Closed,Case Closed. Closed date : 2022-06-24 08:04:52.157 Case Invalid not housing complaint ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1 Park Ln  Boston  MA  02210,6,05,2,C6,Boston,5,06,0601,1 Park Ln,02210,42.3481,-71.0381,Constituent Call
101004367187,2022-06-27 10:37:00,2022-09-25 10:37:27,2022-06-30 06:15:18,ONTIME,Closed,Case Closed. Closed date : Thu Jun 30 06:15:18 EDT 2022 Resolved No cause. ,SCH6/29Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,610 Cummins Hwy  Mattapan  MA  02126,8,07,5,B3,Greater Mattapan,9,Ward 18,1821,610 Cummins Hwy,02126,42.2727,-71.107,Constituent Call
101004370175,2022-06-29 09:59:00,2022-09-27 09:59:02,2022-07-01 09:15:45,ONTIME,Closed,Case Closed. Closed date : Fri Jul 01 09:15:45 EDT 2022 Resolved Spoke with occupant this morning7/1/22  stated elevator is working  repaired yesterday.  ,SCH7/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,285 Centre St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1007,285 Centre St,02130,42.3234,-71.1016,Constituent Call
101004368540,2022-06-28 10:11:00,2022-09-26 10:11:37,2022-07-01 11:10:16,ONTIME,Closed,Case Closed. Closed date : Fri Jul 01 11:10:16 EDT 2022 Resolved No cause unable to locate caller and spoke with Superintendent of bldg no issues in common area with laundry room or alarms. Also no complaints to office  ,SCH7/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,44 Border St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0103,44 Border St,02128,42.3716,-71.0426,Constituent Call
101004381250,2022-07-08 13:05:00,2022-10-06 13:05:39,2022-07-13 13:12:08,ONTIME,Closed,Case Closed. Closed date : Wed Jul 13 13:12:08 EDT 2022 Noted Violations found. Notice written. ,SCH7/13Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,41 Faneuil St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2212,41 Faneuil St,02135,42.3557,-71.1519,Constituent Call
101004208569,2022-03-03 11:22:54,2022-06-01 11:22:54,2022-04-25 11:38:09,ONTIME,Closed,Case Closed. Closed date : 2022-04-25 11:38:09.26 Case Invalid Couldn't get a hold of constituent and the phone number is wrong.  ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,465 Shawmut Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,0902,465 Shawmut Ave,02118,42.339,-71.0757,Self Service
101004385427,2022-07-12 10:28:00,2022-10-10 10:28:34,2022-07-27 07:51:40,ONTIME,Closed,Case Closed. Closed date : Wed Jul 27 07:51:40 EDT 2022 Resolved Administratively Closed. ,SCH7/19Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,57 Mozart St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,57 Mozart St,02130,42.3206,-71.1047,Constituent Call
101004378290,2022-07-06 12:28:00,2022-10-04 12:28:42,2022-07-07 14:14:12,ONTIME,Closed,Case Closed. Closed date : Thu Jul 07 14:14:12 EDT 2022 Invalid CASE CLOSED  spoke to owner at 10am he stated he was going to clean up vomit. Spoke to him again at 2:00pm and he stated everything is cleaned and sanitized. I called contact for the occupant and the number is not in service .  ,DSP7/7Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,50 Wheatland Ave  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1703,50 Wheatland Ave,02124,42.2931,-71.0742,Constituent Call
101004172104,2022-02-09 09:19:00,2022-05-10 09:19:15,2022-02-16 12:20:06,ONTIME,Closed,Case Closed. Closed date : Wed Feb 16 12:20:06 EST 2022 Noted Inspection conducted an emergency and abatement notice written.  ,SCH2/16Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,109 Devon St  Dorchester  MA  02121,7,03,4,B2,Roxbury,13,Ward 14,1401,109 Devon St,02121,42.3085,-71.0778,Constituent Call
101004211458,2022-03-06 14:51:00,2022-06-04 14:51:32,2022-03-09 17:29:49,ONTIME,Closed,Case Closed. Closed date : Wed Mar 09 17:29:49 EST 2022 Resolved No Cause  - hot water restored 3/9/22 ,SCH 3/9 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,180 Blue Hill Ave  Dorchester  MA  02119,7,03,7,B2,Roxbury,13,Ward 13,1301,180 Blue Hill Ave,02119,42.3186,-71.0776,Constituent Call
101004485883,2022-09-18 12:49:00,2022-12-17 12:49:11,2022-09-19 11:25:09,ONTIME,Closed,Case Closed. Closed date : 2022-09-19 11:25:09.007 Case Noted resolved 9/19/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,35 Catbird Ct  Dorchester  MA  02124,12,02,4,B3,Dorchester,9,14,1408,35 Catbird Ct,02124,42.288,-71.0945,Constituent Call
101004389923,2022-07-15 13:07:00,2022-10-13 13:07:21,2022-07-18 13:32:51,ONTIME,Closed,Case Closed. Closed date : 2022-07-18 13:32:51.65 Case Noted Wrong contituent information  called not found. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,549 Adams St  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1606,549 Adams St,02124,42.2907,-71.0582,Constituent Call
101004212984,2022-03-07 15:25:00,2022-06-05 15:25:04,2022-03-14 15:17:41,ONTIME,Closed,Case Closed. Closed date : Mon Mar 14 15:17:41 EDT 2022 Noted Inspection conducted an abatement notice written  ,SCH3/15Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,58 Elm Hill Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1202,58 Elm Hill Ave,02121,42.311,-71.0861,Constituent Call
101004488825,2022-09-20 15:53:00,2022-12-19 15:53:01,,OVERDUE,Open, ,SCH9/23Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,72 Peterborough St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0502,72 Peterborough St,02215,42.3434,-71.098,Constituent Call
101004489221,2022-09-20 22:16:38,2022-12-19 22:16:39,2022-09-21 07:34:22,ONTIME,Closed,Case Closed. Closed date : 2022-09-21 07:34:22.62 Case Noted dup info 9/21/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,143 Tremont St  Brighton  MA  02135, ,04,9,D14,Brighton,15,22,2204,143 Tremont St,02135,42.352,-71.1742,Self Service
101004215173,2022-03-09 09:45:00,2022-06-07 09:45:44,2022-03-10 09:17:59,ONTIME,Closed,Case Closed. Closed date : 2022-03-10 09:17:59.293 Case Resolved Canceled per constituent 3/10/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,954 Parker St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,10,1007,954 Parker St,02130,42.3242,-71.1005,Constituent Call
101004361103,2022-06-22 09:38:00,2022-09-20 09:38:30,2022-06-29 08:48:07,ONTIME,Closed,Case Closed. Closed date : Wed Jun 29 08:48:07 EDT 2022 Resolved No cause. No answer called left voice-mail  ,SCH6/28Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,19 Bethune Way  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,0804,19 Bethune Way,02119,42.3293,-71.0806,Constituent Call
101004361527,2022-06-22 13:07:00,2022-09-20 13:07:56,2022-07-05 09:42:30,ONTIME,Closed,Case Closed. Closed date : Tue Jul 05 09:42:30 EDT 2022 Resolved Tenant was not aware of appointment. Was not home at time of inspection  ,SCH6/29Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,608 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,608 Cambridge St,02134,42.3516,-71.1424,Constituent Call
101004389579,2022-07-15 09:27:00,2022-10-13 09:27:07,2022-07-21 14:35:29,ONTIME,Closed,Case Closed. Closed date : Thu Jul 21 14:35:29 EDT 2022 Resolved Upon arrival met with property manager and the stairwell had been cleaned yesterday ,SCH7/21Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,https://spot-boston-res.cloudinary.com/image/upload/v1658427902/boston/production/qmobwy6cgmzacunuh2z8.jpg | https://spot-boston-res.cloudinary.com/image/upload/v1658427904/boston/production/dlpmasgqtensapzrhgzc.jpg | https://spot-boston-res.cloudinary.com/image/upload/v1658427905/boston/production/ns6eoen57vgjyqnxmvy1.jpg,287 Centre St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1007,287 Centre St,02130,42.3231,-71.1017,Constituent Call
101004389592,2022-07-15 09:36:00,2022-10-13 09:36:57,2022-07-20 13:47:23,ONTIME,Closed,Case Closed. Closed date : Wed Jul 20 13:47:23 EDT 2022 Resolved Occupant no longer needs inspection. Case closed. ,SCH7/29Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,44 John Eliot Sq  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,0905,44 John Eliot Sq,02119,42.3297,-71.0911,Constituent Call
101004401548,2022-07-25 12:28:00,2022-10-23 12:28:29,2022-07-26 15:18:29,ONTIME,Closed,Case Closed. Closed date : Tue Jul 26 15:18:29 EDT 2022 Resolved No Cause  repairs were done 7/26/22 DM  ,SCH7/26Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,INTERSECTION of Ronald St & Brinsley St  Dorchester  MA  ,7,03,4,C11,Roxbury,8,14,1404,INTERSECTION Ronald St & Brinsley St,,42.3594,-71.0587,Constituent Call
101004222444,2022-03-16 09:26:00,2022-06-14 09:26:55,2022-04-05 14:31:47,ONTIME,Closed,Case Closed. Closed date : Tue Apr 05 14:31:47 EDT 2022 Noted Notice written  ,SCH3/25Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,55 Deerfield St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0510,55 Deerfield St,02215,42.3504,-71.0976,Constituent Call
101004403261,2022-07-26 13:23:00,2022-10-24 13:23:58,2022-08-05 10:38:31,ONTIME,Closed,Case Closed. Closed date : Fri Aug 05 10:38:31 EDT 2022 Resolved No cause ,SCH8/3Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,81 Polk St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,02,0204,81 Polk St,02129,42.3801,-71.0603,Constituent Call
101004370220,2022-06-29 10:17:00,2022-09-27 10:17:52,2022-07-01 14:19:01,ONTIME,Closed,Case Closed. Closed date : Fri Jul 01 14:19:01 EDT 2022 Noted Violations found notice written 7/1/22 DM  ,SCH7/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,51 Eustis St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,0804,51 Eustis St,02119,42.3305,-71.0806,Constituent Call
101004198555,2022-02-23 14:01:00,2022-05-24 14:01:22,2022-03-01 15:47:05,ONTIME,Closed,Case Closed. Closed date : Tue Mar 01 15:47:05 EST 2022 Resolved Violation order written and served  ,SCH3/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,145 Navarre St  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1808,145 Navarre St,02136,42.2736,-71.1182,Constituent Call
101004226019,2022-03-19 00:40:00,2022-06-17 00:40:25,2022-03-23 14:45:39,ONTIME,Closed,Case Closed. Closed date : Wed Mar 23 14:45:39 EDT 2022 Resolved No cause  tenant does not live at address anymore  ,SCH 3/23 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,147 Centre St  Dorchester  MA  02124,8,07,3,C11,Dorchester,8,Ward 16,1603,147 Centre St,02124,42.2918,-71.066,Constituent Call
101004199896,2022-02-24 15:22:00,2022-05-25 15:22:19,2022-03-04 06:58:14,ONTIME,Closed,Case Closed. Closed date : Fri Mar 04 06:58:14 EST 2022 Resolved Violation order issued  ,SCH3/2Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1 Rosa St  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,18,1815,1 Rosa St,02136,42.2616,-71.112,Constituent Call
101004202088,2022-02-26 15:04:00,2022-05-27 15:04:53,2022-02-28 09:59:06,ONTIME,Closed,Case Closed. Closed date : 2022-02-28 09:59:06.373 resolved repairs are being made today 2/8/22.  left voicemail for occupant to call ISD the next time it rains if leak is still in the apartment ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,111 Atlantic Ave  Boston  MA  02109,3,1B,1,A1,Downtown / Financial District,3,Ward 3,0301,111 Atlantic Ave,02109,42.3614,-71.0527,Constituent Call
101004377903,2022-07-06 09:22:00,2022-10-04 09:22:45,2022-07-08 07:22:36,ONTIME,Closed,Case Closed. Closed date : Fri Jul 08 07:22:36 EDT 2022 Noted Notice written. ,SCH7/7Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,38 Raldne Rd  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1819,38 Raldne Rd,02136,42.2559,-71.1413,Constituent Call
101004401820,2022-07-25 14:52:00,2022-10-23 14:52:11,2022-07-25 15:55:21,ONTIME,Closed,Case Closed. Closed date : 2022-07-25 15:55:21.19 Case Noted refer101004401275 7/25 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,48 Boylston St  Boston  MA  02116,4,1C,2,A1,Boston,4,03,0308,48 Boylston St,02116,42.3522,-71.064,Constituent Call
101004402928,2022-07-26 10:49:21,2022-10-24 10:49:21,2022-07-26 11:42:02,ONTIME,Closed,Case Closed. Closed date : 2022-07-26 11:42:02.103 Case Noted No informaion in the description. 7/26/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,100 S Huntington Ave  Mission Hill  MA  02120,9,10A,8,E13,Mission Hill,11,Ward 10,1008,100 S Huntington Ave,02120,42.3293,-71.1104,Constituent Call
101004404157,2022-07-27 07:42:00,2022-10-25 07:42:48,2022-08-07 14:33:21,ONTIME,Closed,Case Closed. Closed date : Sun Aug 07 14:33:21 EDT 2022 Noted Notice written  ,SCH8/3Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,756 Saratoga St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0111,756 Saratoga St,02128,42.3839,-71.0173,Constituent Call
101004415185,2022-08-04 14:52:00,2022-11-02 14:52:05,,OVERDUE,Open, ,SCH8/10Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,63 Bradeen St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1913,63 Bradeen St,02131,42.2902,-71.1206,Constituent Call
101004231891,2022-03-24 09:19:00,2022-06-22 09:19:23,2022-03-31 09:28:50,ONTIME,Closed,Case Closed. Closed date : Thu Mar 31 09:28:50 EDT 2022 Resolved No Cause ,SCH3/30Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1 Emerson Pl  Boston  MA  02114,3,1B,8,A1,Back Bay,3,Ward 3,0305,1 Emerson Pl,02114,42.3645,-71.0687,Constituent Call
101004209831,2022-03-04 12:16:00,2022-06-02 12:16:16,2022-03-22 14:12:00,ONTIME,Closed,Case Closed. Closed date : Tue Mar 22 14:12:00 EDT 2022 Resolved No violations found at time of inspection. Case closed. ,SCH3/22Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,210 Everett St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,210 Everett St,02135,42.3606,-71.1368,Constituent Call
101004233428,2022-03-25 13:15:00,2022-06-23 13:15:06,2022-03-25 15:08:26,ONTIME,Closed,Case Closed. Closed date : 2022-03-25 15:08:26.02 Case Invalid not a vaild complaint ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,119 Sumner St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0103,119 Sumner St,02128,42.3696,-71.0418,Constituent Call
101004522975,2022-10-11 12:36:00,2023-01-09 12:36:03,,OVERDUE,Open, ,SCH10/18Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,81 Westland Ave  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,81 Westland Ave,02115,42.3441,-71.0891,Constituent Call
101004413055,2022-08-03 10:47:00,2022-11-01 10:47:22,2022-08-03 11:27:21,ONTIME,Closed,Case Closed. Closed date : 2022-08-03 11:27:21.637 Case Noted Unable to contact constituent. 8/3/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,99 Shandon Rd  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1409,99 Shandon Rd,02124,42.2946,-71.089,Constituent Call
