,case_no,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location,neighborhood
1270,HVIOL-655276,2023-01-06 10:15:14,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",31,,Regina,RD,Dorchester,MA,02124,17,31 Regina Rd,apt 5,dorchester,MA,02124,297874,42.2953300000044,-71.07023000125643,"42.2953300000044 , -71.07023000125643",Dorchester
1271,HVIOL-655276,2023-01-06 10:15:14,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",31,,Regina,RD,Dorchester,MA,02124,17,31 Regina Rd,apt 5,dorchester,MA,02124,297874,42.2953300000044,-71.07023000125643,"42.2953300000044 , -71.07023000125643",Dorchester
1272,HVIOL-655276,2023-01-06 10:15:14,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",31,,Regina,RD,Dorchester,MA,02124,17,31 Regina Rd,apt 5,dorchester,MA,02124,297874,42.2953300000044,-71.07023000125643,"42.2953300000044 , -71.07023000125643",Dorchester
1273,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1274,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1275,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1276,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1277,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1278,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1279,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.481,,POST OWNER NAME,8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1280,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.551,,Screens for Windows - Owner shall provide screens for all windows on the first 4 floors opening directly to the outside; shall be tight fitting; shall cover opening part of window designed to open,8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1281,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1282,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.481,,POST OWNER NAME,8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1283,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1284,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1285,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1286,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.551,,Screens for Windows - Owner shall provide screens for all windows on the first 4 floors opening directly to the outside; shall be tight fitting; shall cover opening part of window designed to open,8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1287,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1288,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1289,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1290,HVIOL-655160,2023-01-05 16:16:35,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Dorr,ST,Roxbury,MA,02119,09,11 Pinnacle Drive,,walpole,MA,02032,225977,42.32763000004065,-71.09212000128197,"42.32763000004065 , -71.09212000128197",Roxbury
1292,HVIOL-655159,2023-01-05 16:12:45,Open,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",2,,Greenbrier,ST,Dorchester,MA,02124,15,434 Mass Av,Ste 300,boston,MA,02118,243438,42.29967000001878,-71.07234000121285,"42.29967000001878 , -71.07234000121285",Dorchester
1293,HVIOL-655159,2023-01-05 16:12:45,Open,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",2,,Greenbrier,ST,Dorchester,MA,02124,15,434 Mass Av,Ste 300,boston,MA,02118,243438,42.29967000001878,-71.07234000121285,"42.29967000001878 , -71.07234000121285",Dorchester
1295,HVIOL-655156,2023-01-05 15:56:08,Closed,CMR410.200 B,,"Heating Facilities - Portable space heaters, any similar heaters having a barometric fed fuel control, as well as the type of heating appliance adapted for burning kerosene, shall not be used and shall not meet the requirements.",271,,Eighth,ST,South Boston,MA,02127,07,20 Reverand Burke Street,,south boston,MA,02127,174011,42.33155276173962,-71.0498858891753,"42.33155276173962 , -71.0498858891753",South Boston
1296,HVIOL-655156,2023-01-05 15:56:08,Closed,CMR410.200 A,,"Heating Facilities Required - Owner shall provide & maintain in good operating condition the facilities for heating every habitable room and every room containing a toilet, shower or bathtub.",271,,Eighth,ST,South Boston,MA,02127,07,20 Reverand Burke Street,,south boston,MA,02127,174011,42.33155276173962,-71.0498858891753,"42.33155276173962 , -71.0498858891753",South Boston
1297,HVIOL-655156,2023-01-05 15:56:08,Closed,CMR410.200 B,,"Heating Facilities - Portable space heaters, any similar heaters having a barometric fed fuel control, as well as the type of heating appliance adapted for burning kerosene, shall not be used and shall not meet the requirements.",271,,Eighth,ST,South Boston,MA,02127,07,20 Reverand Burke Street,,south boston,MA,02127,174011,42.33155276173962,-71.0498858891753,"42.33155276173962 , -71.0498858891753",South Boston
1298,HVIOL-655156,2023-01-05 15:56:08,Closed,CMR410.200 A,,"Heating Facilities Required - Owner shall provide & maintain in good operating condition the facilities for heating every habitable room and every room containing a toilet, shower or bathtub.",271,,Eighth,ST,South Boston,MA,02127,07,20 Reverand Burke Street,,south boston,MA,02127,174011,42.33155276173962,-71.0498858891753,"42.33155276173962 , -71.0498858891753",South Boston
1299,HVIOL-655156,2023-01-05 15:56:08,Closed,CMR410.200 A,,"Heating Facilities Required - Owner shall provide & maintain in good operating condition the facilities for heating every habitable room and every room containing a toilet, shower or bathtub.",271,,Eighth,ST,South Boston,MA,02127,07,20 Reverand Burke Street,,south boston,MA,02127,174011,42.33155276173962,-71.0498858891753,"42.33155276173962 , -71.0498858891753",South Boston
1300,HVIOL-655156,2023-01-05 15:56:08,Closed,CMR410.200 B,,"Heating Facilities - Portable space heaters, any similar heaters having a barometric fed fuel control, as well as the type of heating appliance adapted for burning kerosene, shall not be used and shall not meet the requirements.",271,,Eighth,ST,South Boston,MA,02127,07,20 Reverand Burke Street,,south boston,MA,02127,174011,42.33155276173962,-71.0498858891753,"42.33155276173962 , -71.0498858891753",South Boston
1301,HVIOL-655155,2023-01-05 15:46:15,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",348,,Brandywyne,DR,Boston,MA,02128,01,88 Brandywyne Drive,Attn:  Jane Clark,east boston,MA,02128,391358,42.3868800000051,-71.01076000123383,"42.3868800000051 , -71.01076000123383",East Boston
1302,HVIOL-655155,2023-01-05 15:46:15,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",348,,Brandywyne,DR,Boston,MA,02128,01,88 Brandywyne Drive,Attn:  Jane Clark,east boston,MA,02128,391358,42.3868800000051,-71.01076000123383,"42.3868800000051 , -71.01076000123383",East Boston
1303,HVIOL-655155,2023-01-05 15:46:15,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",348,,Brandywyne,DR,Boston,MA,02128,01,88 Brandywyne Drive,Attn:  Jane Clark,east boston,MA,02128,391358,42.3868800000051,-71.01076000123383,"42.3868800000051 , -71.01076000123383",East Boston
1304,HVIOL-655155,2023-01-05 15:46:15,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",348,,Brandywyne,DR,Boston,MA,02128,01,88 Brandywyne Drive,Attn:  Jane Clark,east boston,MA,02128,391358,42.3868800000051,-71.01076000123383,"42.3868800000051 , -71.01076000123383",East Boston
1305,HVIOL-655155,2023-01-05 15:46:15,Closed,CMR410.351 B,,Owners Installation/Maintenance Responsibility - All Owner-installed optional equipment,348,,Brandywyne,DR,Boston,MA,02128,01,88 Brandywyne Drive,Attn:  Jane Clark,east boston,MA,02128,391358,42.3868800000051,-71.01076000123383,"42.3868800000051 , -71.01076000123383",East Boston
1306,HVIOL-655153,2023-01-05 15:32:35,Closed,CMR410.190,,"Hot Water - Facilities for providing a min. temperature of hot water at 110F , max. temperature 130F",39,,Warren,ST,Roxbury,MA,02119,09,233 Blue HIll Avenue,,roxbury,MA,02119,328793,42.32903499999242,-71.08372000122634,"42.32903499999242 , -71.08372000122634",Roxbury
1307,HVIOL-655153,2023-01-05 15:32:35,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",39,,Warren,ST,Roxbury,MA,02119,09,233 Blue HIll Avenue,,roxbury,MA,02119,328793,42.32903499999242,-71.08372000122634,"42.32903499999242 , -71.08372000122634",Roxbury
1308,HVIOL-655135,2023-01-05 13:18:39,Open,CMR410.481,,POST OWNER NAME,501,,Broadway,,South Boston,MA,02127,06,6 Symphony Road,,boston,MA,02115,196463,42.33527999996111,-71.04488000127931,"42.33527999996111 , -71.04488000127931",South Boston
1310,HVIOL-655135,2023-01-05 13:18:39,Open,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",501,,Broadway,,South Boston,MA,02127,06,6 Symphony Road,,boston,MA,02115,196463,42.33527999996111,-71.04488000127931,"42.33527999996111 , -71.04488000127931",South Boston
1311,HVIOL-655119,2023-01-05 12:26:10,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",1426,,Commonwealth,AVE,Allston,MA,02135,21,1283 Commonwealth Ave,,brighton,MA,02134,214923,42.34841999998523,-71.13953000118691,"42.34841999998523 , -71.13953000118691",Allston
1312,HVIOL-655119,2023-01-05 12:26:10,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",1426,,Commonwealth,AVE,Allston,MA,02135,21,1283 Commonwealth Ave,,brighton,MA,02134,214923,42.34841999998523,-71.13953000118691,"42.34841999998523 , -71.13953000118691",Allston
